Year,Month,Day,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Predict RainTomorrow
2008,12,15,Albury,8.4,24.6,0.0,7.0789592760181,8.629675810473815,NW,42.629672897196265,S,WNW,4.0,30.0,57.0,32.0,1009.7,1008.7,4.371191135734072,4.260623229461756,15.9,23.5,0.0,,0.0
2009,09,10,Albury,2.6,20.68951255539143,0.0,5.003107658157603,7.658430913348947,N,43.99215246636771,E,WNW,6.0,13.0,71.0,55.0,1017.8,1017.6,3.3190839694656487,6.0,9.7,14.3,0.0,,0.0
2010,02,09,Albury,22.1,35.1,0.0,7.270308788598575,8.643391521197008,SE,42.67399049881235,ENE,SW,6.0,11.0,58.0,37.0,1020.9,1017.8,3.847457627118644,1.0,26.9,33.5,0.0,,0.0
2010,02,11,Albury,21.5,35.0,0.0,7.270308788598575,8.643391521197008,SE,42.67399049881235,SSE,E,9.0,7.0,76.0,35.0,1015.8,1010.3,3.847457627118644,8.0,24.2,33.1,0.0,,0.0
2010,02,17,Albury,15.5,30.6,0.0,7.270308788598575,8.643391521197008,SE,42.67399049881235,SE,SSW,6.0,11.0,66.0,30.0,1015.9,1013.8,3.847457627118644,4.192789968652038,19.4,30.0,0.0,,0.0
2010,02,26,Albury,17.2,29.010538641686182,0.0,7.270308788598575,8.643391521197008,SE,42.67399049881235,NE,E,13.0,9.0,54.0,28.0,1024.6,1020.7,3.847457627118644,4.192789968652038,20.6,29.2,0.0,,0.0
2010,03,01,Albury,14.4,26.832348804500697,0.0,5.8822459893048125,7.680978260869566,SE,38.073778664007975,SE,SSE,19.0,20.0,50.0,35.0,1018.5,1016.2,6.0,4.047169811320755,17.1,25.5,0.0,,0.0
2010,03,10,Albury,8.8,26.832348804500697,0.0,5.8822459893048125,7.680978260869566,SE,38.073778664007975,SSE,SSE,9.0,11.0,69.0,35.0,1023.7,1023.0,3.9762532981530345,1.0,12.5,21.8,0.0,,0.0
2010,08,04,Albury,1.2,9.6,0.0,3.093729003359462,6.726136363636364,N,38.89450056116723,N,N,0.0,7.0,94.0,71.0,1019.8,1017.0,8.0,8.0,5.5,9.2,0.0,,0.0
2011,09,10,Albury,4.0,20.595156591405683,0.2,4.853231492361927,7.9849101796407185,N,41.95141700404859,W,WSW,20.0,30.0,79.0,47.0,1015.9,1013.8,3.1938931297709923,3.4006462035541194,9.3,15.6,0.0,,0.0
2011,09,11,Albury,8.930564701080357,20.595156591405683,0.4864343958487769,4.853231492361927,7.9849101796407185,N,43.637365769056295,N,W,15.66431924882629,20.789401984812425,62.904670646782954,48.559777586519225,1018.8466081404628,1015.980429594272,3.754463025551465,3.858812558091139,15.140051395007342,19.02807917888563,,,0.0
2011,09,12,Albury,8.930564701080357,20.595156591405683,0.4864343958487769,4.853231492361927,7.9849101796407185,N,43.637365769056295,N,W,15.66431924882629,20.789401984812425,62.904670646782954,48.559777586519225,1018.8466081404628,1015.980429594272,3.754463025551465,3.858812558091139,15.140051395007342,19.02807917888563,,,0.0
2011,09,13,Albury,8.930564701080357,15.8,0.4864343958487769,4.853231492361927,7.9849101796407185,N,43.637365769056295,N,W,15.66431924882629,20.789401984812425,62.904670646782954,48.559777586519225,1018.8466081404628,1023.9,3.754463025551465,3.858812558091139,15.140051395007342,15.1,,,0.0
2011,10,10,Albury,3.2,14.4,2.0,5.286104783599089,7.574279123414071,SSE,41.80815709969789,NNW,W,4.0,24.0,64.0,48.0,1010.6,1010.0,6.114678899082569,5.820754716981132,10.2,13.5,1.0,,0.0
2012,10,05,Albury,7.5,24.3,0.0,6.155028248587572,8.870595382746052,WNW,41.35912343470483,ENE,WNW,4.0,22.0,50.0,34.0,1015.5,1014.7,3.6611570247933884,1.0,19.5,23.6,0.0,,0.0
2013,05,07,Albury,3.9,20.353419654714475,0.0,3.283881230116649,6.215185185185185,N,34.541666666666664,N,N,0.0,15.84099099099099,72.0,49.9344262295082,1028.6,1018.1957523398128,4.06408345752608,4.526315789473684,9.8,19.185971943887772,0.0,,0.0
2013,05,08,Albury,9.786240011010573,21.9,0.5350473612990527,3.283881230116649,6.215185185185185,N,36.0679086925704,N,N,12.727603005761178,16.497127939263006,74.63685883039447,53.9703147024998,1030.7,1027.0,4.480519905242522,4.811307504417627,11.7,21.6,,,0.0
2013,05,09,Albury,9.786240011010573,22.3,0.5350473612990527,3.283881230116649,6.215185185185185,N,36.0679086925704,N,N,12.727603005761178,16.497127939263006,74.63685883039447,53.9703147024998,1031.7,1027.9,4.480519905242522,4.811307504417627,12.5,21.7,,,0.0
2013,10,10,Albury,11.1,26.0,0.0,6.614766558089033,8.79901356350185,ENE,28.0,ENE,S,7.0,11.0,68.0,50.0,1007.7,1003.4,3.355714285714286,3.4596100278551534,17.4,25.9,0.0,,0.0
2014,06,04,Albury,11.0,14.6,1.4,2.7676277850589774,5.463780663780664,W,41.12324929971989,NE,WNW,6.0,11.0,100.0,80.0,1026.2,1025.6,8.0,5.91764705882353,11.8,14.3,1.0,,0.0
2014,09,21,Albury,3.4,21.487048398091343,0.0,5.171056062581486,8.168885672937773,N,39.47907188353048,ESE,SSE,9.0,11.0,67.0,43.0,1030.6,1027.5,3.455048409405256,3.6951724137931032,12.2,18.6,0.0,,0.0
2014,09,22,Albury,9.492338500739221,21.487048398091343,0.3913347309573725,5.171056062581486,8.168885672937773,N,40.70504543125942,N,NE,14.7582166677278,19.325817395150466,64.24805034734534,47.55653251955113,1019.5160421545668,1016.6157812499999,3.7709504072783644,3.9452561079979382,15.72498295841854,20.066484641638223,,,0.0
2014,09,23,Albury,9.492338500739221,24.1,0.3913347309573725,5.171056062581486,8.168885672937773,N,40.70504543125942,N,NE,14.7582166677278,19.325817395150466,64.24805034734534,47.55653251955113,1019.5160421545668,1024.0,3.7709504072783644,3.9452561079979382,15.72498295841854,22.3,,,0.0
2014,10,02,Albury,3.8,18.4,0.0,6.966837387964149,9.042958748221906,W,39.0,E,W,6.0,28.0,65.0,54.0,1024.2,1020.7,3.5723684210526314,3.398110661268556,11.2,17.5,0.0,,0.0
2017,02,19,Albury,7.6,22.4,0.0,7.969338677354709,8.854341736694678,W,67.0,ENE,WNW,6.0,20.0,54.0,31.0,1010.9,1008.5,4.437007874015748,2.0,14.5,20.9,0.0,,0.0
2017,03,12,Albury,18.6,36.0,0.0,6.914962121212121,7.572911392405063,WSW,69.0,ENE,NW,7.0,30.0,35.0,12.0,1004.9,1001.2,6.0,1.0,23.7,34.4,0.0,,0.0
2017,03,20,Albury,20.0,33.1,0.0,6.914962121212121,7.572911392405063,WNW,37.0,ESE,NE,4.0,13.0,59.0,46.0,1016.8,1013.0,4.510396975425331,4.0,24.6,30.8,0.0,,0.0
2017,03,21,Albury,16.977417332105446,25.2,0.5906207827260459,6.914962121212121,7.572911392405063,SE,40.00012264478712,SE,SE,13.568225031631204,18.161455692552636,72.15926153986969,52.540701339402624,1013.9,1011.5,5.011662061945616,4.7516350846687345,20.5,22.1,,,0.0
2017,03,22,Albury,16.977417332105446,26.6,0.5906207827260459,6.914962121212121,7.572911392405063,SE,40.00012264478712,SE,SE,13.568225031631204,18.161455692552636,72.15926153986969,52.540701339402624,1013.1,1012.0,5.011662061945616,4.7516350846687345,21.6,23.6,,,0.0
2009,06,11,BadgerysCreek,0.0,15.3,0.0,2.2208743169398906,5.630415263748598,N,33.25340136054422,W,SW,11.0,19.0,53.0,35.0,1021.4,1018.6,4.371301775147929,4.466767371601208,8.2,14.9,0.0,,0.0
2009,06,21,BadgerysCreek,10.0,16.6,1.4,2.2208743169398906,5.630415263748598,NNE,15.0,WNW,NNE,0.0,11.0,100.0,92.0,1024.1,1021.0,6.0181818181818185,5.843866171003717,12.3,15.5,1.0,,1.0
2009,10,04,BadgerysCreek,10.5,17.1,2.0,5.8339479392624725,8.549319727891156,E,24.0,S,ESE,11.0,6.0,93.0,81.0,1022.3,1020.1,5.7105263157894735,5.666666666666667,12.2,14.6,1.0,,0.0
2009,10,26,BadgerysCreek,12.3,16.7,2.0,5.8339479392624725,8.549319727891156,SSE,50.0,S,SSE,13.0,20.0,97.0,64.0,1024.5,1026.2,5.7105263157894735,5.666666666666667,12.9,15.5,1.0,,0.0
2009,10,27,BadgerysCreek,11.122878567541798,17.3,0.4461320085166785,5.8339479392624725,8.549319727891156,SSE,42.70198359170738,E,S,15.658381210512983,20.590263118252825,63.350200763218496,49.10701221986221,1030.1,1027.9,4.029501237459653,4.11495261323222,16.528295128939828,16.7,,,0.0
